Time/ms,Pressure/hPa
37650,1013.14
37750,1013.14
37850,1013.14
37950,1013.14
38050,1013.14
38150,1013.14
38250,1013.14
38350,1013.13
38450,1013.14
38550,1013.14
38650,1013.14
38750,1013.14
38850,1013.14
38950,1013.14
39050,1013.14
39150,1013.14
39250,1013.13
39350,1013.14
39450,1013.14
39550,1013.18
39650,1013.18
39750,1013.18
39850,1013.13
39950,1013.18
40050,1013.18
40150,1013.18
40250,1013.18
40350,1013.14
40450,1013.20
40550,1013.18
40650,1013.18
40750,1013.18
40850,1013.18
40950,1013.18
41050,1013.18
41150,1013.18
41250,1013.13
41350,1013.18
41450,1013.18
41550,1013.18
41650,1013.13
41750,1013.18
41850,1013.18
41950,1013.18
42050,1013.18
42150,1013.18
42250,1013.18
42350,1013.18
42450,1013.18
42550,1013.18
42650,1013.18
42750,1013.18
42850,1013.18
42950,1013.20
43050,1013.14
43150,1013.18
43250,1013.18
43350,1013.18
43450,1013.18
43550,1013.18
43650,1013.18
43750,1013.18
43850,1013.18
43950,1013.18
44050,1013.17
44150,1013.18
44250,1013.18
44350,1013.17
44450,1013.17
44550,1013.17
44650,1013.17
44750,1013.17
44850,1013.17
44950,1013.17
45050,1013.17
45150,1013.17
45250,1013.17
45350,1013.17
45450,1013.17
45550,1013.14
45650,1013.18
45750,1013.14
45850,1013.17
45950,1013.14
46050,1013.18
46150,1013.18
46250,1013.18
46350,1013.18
46450,1013.18
46550,1013.18
46650,1013.17
46750,1013.18
46850,1013.18
46950,1013.18
47050,1013.18
47150,1013.17
47250,1013.18
47350,1013.18
47450,1013.18
47550,1013.17
47650,1013.18
47750,1013.18
47850,1013.18
47950,1013.18
48050,1013.18
48150,1013.18
48250,1013.18
48350,1013.18
48450,1013.18
48550,1013.18
48650,1013.18
48750,1013.17
48850,1013.18
48950,1013.18
49050,1013.18
49150,1013.18
49250,1013.18
49350,1013.18
49450,1013.18
49550,1013.18
49650,1013.18
49750,1013.18
49850,1013.18
49950,1013.18
50050,1013.17
50150,1013.17
50250,1013.18
50350,1013.18
50450,1013.18
50550,1013.18
50650,1013.18
50750,1013.18
50850,1013.18
50950,1013.17
51050,1013.14
51150,1013.17
51250,1013.17
51350,1013.17
51450,1013.17
51550,1013.17
51650,1013.17
51750,1013.17
51850,1013.17
51950,1013.17
52050,1013.17
52150,1013.17
52250,1013.17
52350,1013.18
52450,1013.17
52550,1013.17
52650,1013.14
52750,1013.14
52850,1013.14
52950,1013.17
53050,1013.17
53150,1013.14
53250,1013.17
53350,1013.17
53450,1013.17
53550,1013.17
53650,1013.17
53750,1013.17
53850,1013.17
53950,1013.14
54050,1013.17
54150,1013.17
54250,1013.17
54350,1013.17
54450,1013.18
54550,1013.18
54650,1013.17
54750,1013.17
54850,1013.17
54950,1013.17
55050,1013.17
55150,1013.17
55250,1013.17
55350,1013.17
55450,1013.17
55550,1013.17
55650,1013.17
55750,1013.17
55850,1013.17
55950,1013.17
56050,1013.17
56151,1013.17
56251,1013.17
56351,1013.17
56451,1013.17
56551,1013.17
56651,1013.14
56751,1013.17
56851,1013.17
56951,1013.14
57051,1013.14
57151,1013.14
57251,1013.17
57351,1013.17
57451,1013.17
57551,1013.17
57651,1013.18
57751,1013.18
57851,1013.17
57951,1013.18
58051,1013.18
58151,1013.17
58251,1013.14
58351,1013.14
58451,1013.14
58551,1013.14
58651,1013.18
58751,1013.17
58851,1013.18
58951,1013.17
59051,1013.18
59151,1013.18
59251,1013.17
59351,1013.17
59451,1013.17
59551,1013.18
59651,1013.17
59751,1013.17
59851,1013.17
59951,1013.18
60051,1013.17
60151,1013.17
60251,1013.17
60351,1013.17
60451,1013.18
60551,1013.18
60651,1013.17
60751,1013.17
60851,1013.17
60951,1013.17
61051,1013.17
61151,1013.17
61251,1013.17
61351,1013.17
61451,1013.17
61551,1013.17
61651,1013.17
61751,1013.17
61851,1013.14
61951,1013.14
62051,1013.14
62151,1013.18
62251,1013.18
62351,1013.17
62451,1013.18
62551,1013.18
62651,1013.17
62751,1013.17
62851,1013.17
62951,1013.18
63051,1013.17
63151,1013.17
63251,1013.17
63351,1013.18
63451,1013.17
63551,1013.17
63651,1013.17
63751,1013.17
63851,1013.17
63951,1013.17
64051,1013.17
64151,1013.17
64251,1013.17
64351,1013.14
64451,1013.14
64551,1013.14
64651,1013.14
64751,1013.17
64851,1013.17
64951,1013.17
65051,1013.14
65151,1013.14
65251,1013.17
65351,1013.18
65451,1013.14
65551,1013.14
65651,1013.17
65751,1013.17
65851,1013.14
65951,1013.17
66051,1013.14
66151,1013.14
66251,1013.14
66351,1013.18
66451,1013.18
66551,1013.17
66651,1013.17
66751,1013.17
66851,1013.17
66951,1013.14
67051,1013.17
67151,1013.17
67251,1013.17
67351,1013.14
67451,1013.18
67551,1013.14
67651,1013.17
67751,1013.14
67851,1013.14
67951,1013.18
68051,1013.18
68151,1013.17
68251,1013.17
68351,1013.17
68451,1013.17
68551,1013.17
68651,1013.17
68751,1013.14
68851,1013.18
68951,1013.18
69051,1013.18
69151,1013.18
69251,1013.18
69351,1013.14
69451,1013.17
69551,1013.18
69651,1013.17
69751,1013.14
69851,1013.18
69951,1013.17
70051,1013.17
70151,1013.14
70251,1013.18
70351,1013.18
70451,1013.18
70551,1013.17
70651,1013.14
70751,1013.14
70851,1013.14
70951,1013.14
71051,1013.18
71151,1013.18
71251,1013.14
71351,1013.14
71451,1013.14
71551,1013.17
71651,1013.17
71752,1013.14
71852,1013.14
71953,1013.17
72053,1013.18
72153,1013.17
72253,1013.17
72353,1013.17
72453,1013.18
72553,1013.18
72653,1013.17
72753,1013.17
72853,1013.14
72953,1013.14
73053,1013.14
73153,1013.18
73253,1013.17
73353,1013.18
73453,1013.18
73553,1013.18
73653,1013.17
73754,1013.18
73855,1013.18
73955,1013.18
74055,1013.17
74155,1013.18
74255,1013.18
74355,1013.17
74456,1013.17
74556,1013.17
74656,1013.18
74756,1013.18
74856,1013.18
74956,1013.18
75056,1013.18
75156,1013.17
75256,1013.18
75356,1013.18
75456,1013.18
75556,1013.18
75656,1013.18
75756,1013.18
75856,1013.18
75956,1013.17
76057,1013.17
76157,1013.17
76257,1013.17
76357,1013.17
76457,1013.17
76557,1013.17
76657,1013.17
76757,1013.17
76857,1013.17
76957,1013.14
77057,1013.14
77157,1013.14
77257,1013.17
77357,1013.17
77457,1013.17
77557,1013.17
77657,1013.18
77757,1013.14
77857,1013.17
77957,1013.17
78057,1013.17
78157,1013.17
78257,1013.14
78357,1013.14
78457,1013.14
78557,1013.14
78657,1013.20
78757,1013.18
78857,1013.14
78957,1013.14
79057,1013.17
79157,1013.17
79257,1013.17
79357,1013.17
79457,1013.17
79557,1013.17
79657,1013.17
79757,1013.17
79857,1013.17
79957,1013.17
80057,1013.18
80157,1013.18
80257,1013.17
80357,1013.18
80457,1013.14
80557,1013.17
80657,1013.17
80757,1013.18
80857,1013.14
80957,1013.17
81057,1013.17
81157,1013.17
81257,1013.17
81357,1013.17
81457,1013.17
81557,1013.17
81657,1013.17
81757,1013.17
81857,1013.17
81957,1013.18
82057,1013.17
82157,1013.17
82257,1013.18
82357,1013.17
82457,1013.17
82557,1013.17
82661,1013.17
82761,1013.18
82861,1013.17
82961,1013.18
83061,1013.17
83161,1013.18
83261,1013.18
83361,1013.17
83461,1013.17
83561,1013.17
83661,1013.17
83761,1013.17
83861,1013.14
83961,1013.17
84061,1013.17
84161,1013.17
84261,1013.17
84361,1013.17
84461,1013.17
84561,1013.17
84661,1013.14
84761,1013.17
84863,1013.17
84963,1013.17
85063,1013.17
85163,1013.17
85263,1013.17
85363,1013.17
85463,1013.17
85563,1013.17
85663,1013.14
85763,1013.14
85863,1013.18
85963,1013.17
86063,1013.17
86163,1013.17
86263,1013.17
86363,1013.14
86463,1013.18
86563,1013.17
86663,1013.17
86763,1013.17
86863,1013.17
86965,1013.14
87067,1013.14
87167,1013.14
87267,1013.14
87367,1013.14
87467,1013.14
87567,1013.14
87667,1013.14
87767,1013.13
87867,1013.13
87967,1013.13
88067,1013.13
88167,1013.17
88267,1013.17
88367,1013.13
88467,1013.13
88567,1013.17
88667,1013.17
88767,1013.14
88868,1013.17
88968,1013.14
89068,1013.14
89168,1013.14
89268,1013.14
89368,1013.17
89468,1013.14
89568,1013.14
89668,1013.14
89768,1013.14
89868,1013.14
89968,1013.14
90068,1013.14
90168,1013.14
90268,1013.14
90368,1013.14
90468,1013.14
90568,1013.14
90668,1013.14
90768,1013.14
90868,1013.13
90968,1013.14
91068,1013.14
91168,1013.17
91268,1013.14
91368,1013.14
91468,1013.14
91568,1013.14
91668,1013.14
91768,1013.13
91868,1013.17
91968,1013.17
92068,1013.13
92168,1013.17
92268,1013.13
92368,1013.14
92468,1013.13
92568,1013.13
92668,1013.10
92768,1013.10
92868,1013.17
92968,1013.14
93068,1013.14
93168,1013.14
93268,1013.14
93368,1013.17
93468,1013.17
93568,1013.14
93668,1013.14
93768,1013.14
93868,1013.14
93968,1013.14
94068,1013.14
94168,1013.14
94268,1013.14
94368,1013.14
94468,1013.13
94568,1013.14
94668,1013.14
94768,1013.13
94868,1013.13
94968,1013.13
95068,1013.14
95168,1013.13
95268,1013.13
95368,1013.13
95468,1013.13
95568,1013.13
95668,1013.13
95768,1013.13
95868,1013.14
95968,1013.14
96068,1013.14
96168,1013.14
96268,1013.14
96368,1013.14
96468,1013.14
96568,1013.14
96670,1013.14
96772,1013.13
96872,1013.13
96972,1013.14
97072,1013.14
97172,1013.14
97272,1013.14
97372,1013.14
97472,1013.14
97572,1013.14
97672,1013.14
97772,1013.14
97872,1013.14
97972,1013.14
98072,1013.14
98172,1013.14
98272,1013.14
98372,1013.14
98472,1013.14
98572,1013.14
98672,1013.14
98772,1013.14
98872,1013.14
98972,1013.17
99072,1013.14
99172,1013.14
99272,1013.14
99372,1013.14
99472,1013.14
99572,1013.14
99672,1013.14
99772,1013.14
99872,1013.14
99972,1013.17
100072,1013.17
100172,1013.14
100272,1013.17
100372,1013.14
100472,1013.14
100572,1013.17
100672,1013.14
100772,1013.14
100872,1013.17
100972,1013.17
101072,1013.17
101172,1013.14
101272,1013.14
101372,1013.14
101472,1013.17
101572,1013.14
101672,1013.17
101772,1013.14
101872,1013.14
101972,1013.14
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,

